submission_id,submitted_at,enumerator_id,site_id,province,territory,beneficiary_uid,hh_size,sex_head,age_head,item_kit_type,qty,distribution_date
SUB0403,2025-04-10,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0403,2,Male,23,NFI_KIT_B,1,2025-04-10
SUB0404,2025-02-06,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0404,9,Female,41,NFI_KIT_B,1,2025-02-06
SUB0405,2025-06-27,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0405,3,Female,56,NFI_KIT_B,1,2025-06-27
SUB0406,2025-03-27,EN001,SITE_RUT,North Kivu,Rutshuru,BEN0406,4,Male,19,NFI_KIT_B,1,2025-03-27
SUB0407,2025-05-05,EN002,SITE_GOM,North Kivu,Goma,BEN0407,10,Male,59,NFI_KIT_B,1,2025-05-05
SUB0408,2025-03-19,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0408,6,Male,65,NFI_KIT_B,1,2025-03-19
SUB0409,2025-01-06,EN004,SITE_MAS,North Kivu,Masisi,BEN0409,6,Male,49,NFI_KIT_B,1,2025-01-06
SUB0410,2025-05-20,EN001,SITE_GOM,North Kivu,Goma,BEN0410,2,Female,21,NFI_KIT_B,1,2025-05-20
SUB0411,2025-03-01,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0411,7,Male,39,NFI_KIT_B,1,2025-03-01
SUB0412,2025-04-30,EN004,SITE_NYI,North Kivu,Nyiragongo,BEN0412,4,Female,53,NFI_KIT_A,1,2025-04-30
SUB0413,2025-01-09,EN004,SITE_MAS,North Kivu,Masisi,BEN0413,5,Female,31,NFI_KIT_B,1,2025-01-09
SUB0414,2025-04-19,EN002,SITE_GOM,North Kivu,Goma,BEN0414,8,Female,68,NFI_KIT_A,1,2025-04-19
SUB0415,2025-05-30,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0415,6,Male,23,NFI_KIT_B,1,2025-05-30
SUB0416,2025-01-21,EN003,SITE_GOM,North Kivu,Goma,BEN0416,9,Female,64,NFI_KIT_A,1,2025-01-21
SUB0417,2025-05-16,EN001,SITE_RUT,North Kivu,Rutshuru,BEN0417,6,Male,34,NFI_KIT_A,1,2025-05-16
SUB0418,2025-02-13,EN003,SITE_NYI,North Kivu,Nyiragongo,BEN0418,7,Male,42,NFI_KIT_A,1,2025-02-13
SUB0419,2025-01-18,EN003,SITE_RUT,North Kivu,Rutshuru,BEN0419,8,Female,27,NFI_KIT_A,1,2025-01-18
SUB0420,2025-03-09,EN004,SITE_GOM,North Kivu,Goma,BEN0420,2,Male,67,NFI_KIT_B,1,2025-03-09
SUB0421,2025-04-21,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0421,1,Male,22,NFI_KIT_A,1,2025-04-21
SUB0422,2025-03-10,EN001,SITE_RUT,North Kivu,Rutshuru,BEN0422,2,Female,67,NFI_KIT_A,1,2025-03-10
SUB0423,2025-03-08,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0423,1,Female,20,NFI_KIT_B,1,2025-03-08
SUB0424,2025-01-24,EN005,SITE_MAS,North Kivu,Masisi,BEN0424,6,Female,40,NFI_KIT_A,1,2025-01-24
SUB0425,2025-05-24,EN004,SITE_MAS,North Kivu,Masisi,BEN0425,4,Male,49,NFI_KIT_B,1,2025-05-24
SUB0426,2025-06-08,EN001,SITE_MAS,North Kivu,Masisi,BEN0426,8,Female,27,NFI_KIT_A,1,2025-06-08
SUB0427,2025-01-31,EN005,SITE_MAS,North Kivu,Masisi,BEN0427,2,Male,27,NFI_KIT_B,1,2025-01-31
SUB0428,2025-05-05,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0428,7,Female,53,NFI_KIT_B,1,2025-05-05
SUB0429,2025-03-26,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0429,9,Male,43,NFI_KIT_A,1,2025-03-26
SUB0430,2025-05-24,EN001,SITE_RUT,North Kivu,Rutshuru,BEN0430,3,Male,32,NFI_KIT_B,1,2025-05-24
SUB0431,2025-04-04,EN004,SITE_NYI,North Kivu,Nyiragongo,BEN0431,10,Male,65,NFI_KIT_A,1,2025-04-04
SUB0432,2025-06-09,EN002,SITE_GOM,North Kivu,Goma,BEN0432,6,Female,69,NFI_KIT_A,1,2025-06-09
SUB0433,2025-03-23,EN003,SITE_GOM,North Kivu,Goma,BEN0433,10,Female,62,NFI_KIT_B,1,2025-03-23
SUB0434,2025-03-14,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0434,7,Female,42,NFI_KIT_A,1,2025-03-14
SUB0435,2025-06-12,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0435,1,Female,64,NFI_KIT_B,1,2025-06-12
SUB0436,2025-06-23,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0436,10,Male,44,NFI_KIT_A,1,2025-06-23
SUB0437,2025-02-02,EN002,SITE_MAS,North Kivu,Masisi,BEN0437,6,Male,22,NFI_KIT_B,1,2025-02-02
SUB0438,2025-03-06,EN001,SITE_MAS,North Kivu,Masisi,BEN0438,4,Male,31,NFI_KIT_A,1,2025-03-06
SUB0439,2025-02-25,EN005,SITE_RUT,North Kivu,Rutshuru,BEN0439,3,Female,66,NFI_KIT_B,1,2025-02-25
SUB0440,2025-05-10,EN005,SITE_MAS,North Kivu,Masisi,BEN0440,5,Female,62,NFI_KIT_B,1,2025-05-10
SUB0441,2025-06-29,EN002,SITE_MAS,North Kivu,Masisi,BEN0441,1,Male,66,NFI_KIT_B,1,2025-06-29
SUB0442,2025-02-05,EN002,SITE_MAS,North Kivu,Masisi,BEN0442,8,Female,43,NFI_KIT_B,1,2025-02-05
SUB0443,2025-01-07,EN005,SITE_RUT,North Kivu,Rutshuru,BEN0443,6,Male,44,NFI_KIT_B,1,2025-01-07
SUB0444,2025-03-10,EN005,SITE_GOM,North Kivu,Goma,BEN0444,7,Male,52,NFI_KIT_B,1,2025-03-10
SUB0445,2025-05-24,EN001,SITE_GOM,North Kivu,Goma,BEN0445,9,Male,69,NFI_KIT_B,1,2025-05-24
SUB0446,2025-05-30,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0446,8,Male,56,NFI_KIT_B,1,2025-05-30
SUB0447,2025-06-17,EN005,SITE_MAS,North Kivu,Masisi,BEN0447,8,Female,60,NFI_KIT_A,1,2025-06-17
SUB0448,2025-02-22,EN005,SITE_MAS,North Kivu,Masisi,BEN0448,4,Male,26,NFI_KIT_B,1,2025-02-22
SUB0449,2025-03-25,EN003,SITE_GOM,North Kivu,Goma,BEN0449,4,Female,19,NFI_KIT_A,1,2025-03-25
SUB0450,2025-02-22,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0450,8,Female,35,NFI_KIT_A,1,2025-02-22
SUB0451,2025-05-21,EN002,SITE_MAS,North Kivu,Masisi,BEN0451,5,Male,63,NFI_KIT_B,1,2025-05-21
SUB0452,2025-06-17,EN003,SITE_RUT,North Kivu,Rutshuru,BEN0452,4,Female,39,NFI_KIT_A,1,2025-06-17
SUB0453,2025-03-21,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0453,7,Female,29,NFI_KIT_A,1,2025-03-21
SUB0454,2025-05-06,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0454,1,Female,50,NFI_KIT_A,1,2025-05-06
SUB0455,2025-03-02,EN002,SITE_GOM,North Kivu,Goma,BEN0455,7,Male,32,NFI_KIT_A,1,2025-03-02
SUB0456,2025-06-08,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0456,1,Female,39,NFI_KIT_B,1,2025-06-08
SUB0457,2025-03-10,EN005,SITE_GOM,North Kivu,Goma,BEN0457,10,Female,57,NFI_KIT_B,1,2025-03-10
SUB0458,2025-03-15,EN005,SITE_RUT,North Kivu,Rutshuru,BEN0458,3,Female,23,NFI_KIT_B,1,2025-03-15
SUB0459,2025-04-29,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0459,6,Female,35,NFI_KIT_B,1,2025-04-29
SUB0460,2025-06-27,EN005,SITE_RUT,North Kivu,Rutshuru,BEN0460,1,Female,22,NFI_KIT_A,1,2025-06-27
SUB0461,2025-06-22,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0461,3,Female,69,NFI_KIT_A,1,2025-06-22
SUB0462,2025-06-23,EN001,SITE_GOM,North Kivu,Goma,BEN0462,1,Male,43,NFI_KIT_B,1,2025-06-23
SUB0463,2025-02-26,EN003,SITE_RUT,North Kivu,Rutshuru,BEN0463,7,Male,69,NFI_KIT_B,1,2025-02-26
SUB0464,2025-01-10,EN003,SITE_NYI,North Kivu,Nyiragongo,BEN0464,10,Female,50,NFI_KIT_A,1,2025-01-10
SUB0465,2025-04-11,EN003,SITE_MAS,North Kivu,Masisi,BEN0465,9,Male,66,NFI_KIT_B,1,2025-04-11
SUB0466,2025-03-20,EN002,SITE_GOM,North Kivu,Goma,BEN0466,10,Female,29,NFI_KIT_B,1,2025-03-20
SUB0467,2025-01-14,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0467,4,Male,44,NFI_KIT_B,1,2025-01-14
SUB0468,2025-06-18,EN002,SITE_MAS,North Kivu,Masisi,BEN0468,10,Male,53,NFI_KIT_B,1,2025-06-18
SUB0469,2025-01-08,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0469,6,Male,33,NFI_KIT_A,1,2025-01-08
SUB0470,2025-01-09,EN002,SITE_GOM,North Kivu,Goma,BEN0470,7,Female,57,NFI_KIT_B,1,2025-01-09
SUB0471,2025-01-17,EN001,SITE_RUT,North Kivu,Rutshuru,BEN0471,7,Female,67,NFI_KIT_A,1,2025-01-17
SUB0472,2025-02-01,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0472,2,Female,62,NFI_KIT_B,1,2025-02-01
SUB0473,2025-04-13,EN004,SITE_NYI,North Kivu,Nyiragongo,BEN0473,5,Male,27,NFI_KIT_B,1,2025-04-13
SUB0474,2025-06-22,EN002,SITE_MAS,North Kivu,Masisi,BEN0474,9,Female,56,NFI_KIT_B,1,2025-06-22
SUB0475,2025-03-08,EN001,SITE_GOM,North Kivu,Goma,BEN0475,10,Male,47,NFI_KIT_B,1,2025-03-08
SUB0476,2025-02-13,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0476,6,Male,69,NFI_KIT_B,1,2025-02-13
SUB0477,2025-06-15,EN003,SITE_RUT,North Kivu,Rutshuru,BEN0477,3,Male,28,NFI_KIT_A,1,2025-06-15
SUB0478,2025-01-23,EN002,SITE_MAS,North Kivu,Masisi,BEN0478,1,Female,69,NFI_KIT_B,1,2025-01-23
SUB0479,2025-06-16,EN002,SITE_MAS,North Kivu,Masisi,BEN0479,6,Male,20,NFI_KIT_A,1,2025-06-16
SUB0480,2025-03-04,EN003,SITE_GOM,North Kivu,Goma,BEN0480,9,Male,39,NFI_KIT_B,1,2025-03-04
SUB0481,2025-01-03,EN001,SITE_GOM,North Kivu,Goma,BEN0481,8,Male,66,NFI_KIT_B,1,2025-01-03
SUB0482,2025-03-16,EN005,SITE_MAS,North Kivu,Masisi,BEN0482,9,Male,68,NFI_KIT_A,1,2025-03-16
SUB0483,2025-02-08,EN003,SITE_NYI,North Kivu,Nyiragongo,BEN0483,6,Male,62,NFI_KIT_A,1,2025-02-08
SUB0484,2025-05-16,EN001,SITE_GOM,North Kivu,Goma,BEN0484,6,Female,41,NFI_KIT_A,1,2025-05-16
SUB0485,2025-01-09,EN004,SITE_MAS,North Kivu,Masisi,BEN0485,4,Male,57,NFI_KIT_B,1,2025-01-09
SUB0486,2025-06-26,EN005,SITE_RUT,North Kivu,Rutshuru,BEN0486,1,Male,44,NFI_KIT_A,1,2025-06-26
SUB0487,2025-04-30,EN003,SITE_RUT,North Kivu,Rutshuru,BEN0487,5,Male,46,NFI_KIT_A,1,2025-04-30
SUB0488,2025-02-12,EN004,SITE_GOM,North Kivu,Goma,BEN0488,1,Male,42,NFI_KIT_B,1,2025-02-12
SUB0489,2025-05-15,EN002,SITE_MAS,North Kivu,Masisi,BEN0489,6,Female,52,NFI_KIT_B,1,2025-05-15
SUB0490,2025-06-08,EN003,SITE_NYI,North Kivu,Nyiragongo,BEN0490,5,Female,24,NFI_KIT_A,1,2025-06-08
SUB0491,2025-05-20,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0491,2,Male,42,NFI_KIT_A,1,2025-05-20
SUB0492,2025-04-17,EN003,SITE_MAS,North Kivu,Masisi,BEN0492,5,Male,52,NFI_KIT_A,1,2025-04-17
SUB0493,2025-03-22,EN005,SITE_MAS,North Kivu,Masisi,BEN0493,10,Male,37,NFI_KIT_A,1,2025-03-22
SUB0494,2025-03-20,EN005,SITE_RUT,North Kivu,Rutshuru,BEN0494,8,Female,29,NFI_KIT_A,1,2025-03-20
SUB0495,2025-04-13,EN001,SITE_RUT,North Kivu,Rutshuru,BEN0495,9,Male,65,NFI_KIT_A,1,2025-04-13
SUB0496,2025-06-10,EN004,SITE_GOM,North Kivu,Goma,BEN0496,10,Female,63,NFI_KIT_B,1,2025-06-10
SUB0497,2025-06-07,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0497,5,Male,67,NFI_KIT_B,1,2025-06-07
SUB0498,2025-03-04,EN001,SITE_RUT,North Kivu,Rutshuru,BEN0498,8,Male,39,NFI_KIT_B,1,2025-03-04
SUB0499,2025-03-28,EN003,SITE_NYI,North Kivu,Nyiragongo,BEN0499,4,Female,45,NFI_KIT_B,1,2025-03-28
SUB0500,2025-06-30,EN004,SITE_NYI,North Kivu,Nyiragongo,BEN0500,2,Male,56,NFI_KIT_A,1,2025-06-30
SUB0501,2025-05-06,EN002,SITE_GOM,North Kivu,Goma,BEN0501,4,Female,37,NFI_KIT_B,1,2025-05-06
SUB0502,2025-02-10,EN002,SITE_GOM,North Kivu,Goma,BEN0502,1,Male,55,NFI_KIT_B,1,2025-02-10
SUB0503,2025-03-06,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0503,1,Male,57,NFI_KIT_B,1,2025-03-06
SUB0504,2025-05-27,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0504,9,Male,64,NFI_KIT_B,1,2025-05-27
SUB0505,2025-02-14,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0505,2,Female,61,NFI_KIT_B,1,2025-02-14
SUB0506,2025-03-30,EN004,SITE_GOM,North Kivu,Goma,BEN0506,2,Female,40,NFI_KIT_A,1,2025-03-30
SUB0507,2025-04-13,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0507,4,Male,35,NFI_KIT_B,1,2025-04-13
SUB0508,2025-04-25,EN001,SITE_MAS,North Kivu,Masisi,BEN0508,4,Male,39,NFI_KIT_A,1,2025-04-25
SUB0509,2025-04-17,EN003,SITE_MAS,North Kivu,Masisi,BEN0509,6,Female,56,NFI_KIT_A,1,2025-04-17
SUB0510,2025-02-20,EN004,SITE_GOM,North Kivu,Goma,BEN0510,3,Female,63,NFI_KIT_A,1,2025-02-20
SUB0511,2025-01-23,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0511,4,Female,52,NFI_KIT_A,1,2025-01-23
SUB0512,2025-03-15,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0512,5,Male,39,NFI_KIT_A,1,2025-03-15
SUB0513,2025-04-03,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0513,3,Female,28,NFI_KIT_A,1,2025-04-03
SUB0514,2025-02-27,EN004,SITE_NYI,North Kivu,Nyiragongo,BEN0514,6,Male,30,NFI_KIT_B,1,2025-02-27
SUB0515,2025-02-28,EN002,SITE_MAS,North Kivu,Masisi,BEN0515,4,Female,43,NFI_KIT_B,1,2025-02-28
SUB0516,2025-03-10,EN001,SITE_MAS,North Kivu,Masisi,BEN0516,1,Female,19,NFI_KIT_B,1,2025-03-10
SUB0517,2025-01-04,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0517,9,Male,42,NFI_KIT_A,1,2025-01-04
SUB0518,2025-03-21,EN003,SITE_GOM,North Kivu,Goma,BEN0518,1,Male,33,NFI_KIT_A,1,2025-03-21
SUB0519,2025-01-10,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0519,5,Male,29,NFI_KIT_A,1,2025-01-10
SUB0520,2025-04-10,EN005,SITE_MAS,North Kivu,Masisi,BEN0520,4,Male,56,NFI_KIT_A,1,2025-04-10
SUB0521,2025-06-02,EN002,SITE_MAS,North Kivu,Masisi,BEN0521,10,Female,62,NFI_KIT_A,1,2025-06-02
SUB0522,2025-01-19,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0522,2,Female,52,NFI_KIT_A,1,2025-01-19
SUB0523,2025-02-11,EN003,SITE_RUT,North Kivu,Rutshuru,BEN0523,5,Female,18,NFI_KIT_B,1,2025-02-11
SUB0524,2025-01-27,EN003,SITE_NYI,North Kivu,Nyiragongo,BEN0524,2,Male,30,NFI_KIT_A,1,2025-01-27
SUB0525,2025-02-13,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0525,1,Male,63,NFI_KIT_B,1,2025-02-13
SUB0526,2025-01-04,EN005,SITE_GOM,North Kivu,Goma,BEN0526,9,Female,52,NFI_KIT_B,1,2025-01-04
SUB0527,2025-02-19,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0527,7,Male,38,NFI_KIT_B,1,2025-02-19
SUB0528,2025-05-02,EN004,SITE_MAS,North Kivu,Masisi,BEN0528,7,Female,27,NFI_KIT_A,1,2025-05-02
SUB0529,2025-06-07,EN005,SITE_RUT,North Kivu,Rutshuru,BEN0529,7,Female,57,NFI_KIT_A,1,2025-06-07
SUB0530,2025-03-23,EN004,SITE_NYI,North Kivu,Nyiragongo,BEN0530,3,Male,38,NFI_KIT_A,1,2025-03-23
SUB0531,2025-03-31,EN004,SITE_GOM,North Kivu,Goma,BEN0531,5,Female,62,NFI_KIT_A,1,2025-03-31
SUB0532,2025-02-17,EN004,SITE_MAS,North Kivu,Masisi,BEN0532,2,Female,33,NFI_KIT_B,1,2025-02-17
SUB0533,2025-03-23,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0533,4,Male,57,NFI_KIT_B,1,2025-03-23
SUB0534,2025-04-27,EN004,SITE_GOM,North Kivu,Goma,BEN0534,5,Male,65,NFI_KIT_A,1,2025-04-27
SUB0535,2025-04-11,EN005,SITE_GOM,North Kivu,Goma,BEN0535,9,Female,51,NFI_KIT_B,1,2025-04-11
SUB0536,2025-03-31,EN004,SITE_NYI,North Kivu,Nyiragongo,BEN0536,9,Female,57,NFI_KIT_A,1,2025-03-31
SUB0537,2025-06-15,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0537,7,Female,26,NFI_KIT_B,1,2025-06-15
SUB0538,2025-03-11,EN001,SITE_GOM,North Kivu,Goma,BEN0538,5,Male,42,NFI_KIT_B,1,2025-03-11
SUB0539,2025-01-24,EN005,SITE_MAS,North Kivu,Masisi,BEN0539,1,Female,36,NFI_KIT_A,1,2025-01-24
SUB0540,2025-04-12,EN003,SITE_RUT,North Kivu,Rutshuru,BEN0540,7,Female,27,NFI_KIT_A,1,2025-04-12
SUB0541,2025-05-21,EN004,SITE_RUT,North Kivu,Rutshuru,BEN0541,3,Male,64,NFI_KIT_B,1,2025-05-21
SUB0542,2025-03-20,EN003,SITE_GOM,North Kivu,Goma,BEN0542,3,Female,19,NFI_KIT_A,1,2025-03-20
SUB0543,2025-01-14,EN003,SITE_MAS,North Kivu,Masisi,BEN0543,3,Female,56,NFI_KIT_A,1,2025-01-14
SUB0544,2025-06-12,EN005,SITE_GOM,North Kivu,Goma,BEN0544,8,Female,35,NFI_KIT_B,1,2025-06-12
SUB0545,2025-02-21,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0545,7,Female,67,NFI_KIT_B,1,2025-02-21
SUB0546,2025-06-12,EN001,SITE_MAS,North Kivu,Masisi,BEN0546,8,Female,51,NFI_KIT_A,1,2025-06-12
SUB0547,2025-02-28,EN003,SITE_NYI,North Kivu,Nyiragongo,BEN0547,6,Female,70,NFI_KIT_B,1,2025-02-28
SUB0548,2025-02-04,EN001,SITE_GOM,North Kivu,Goma,BEN0548,1,Male,41,NFI_KIT_B,1,2025-02-04
SUB0549,2025-03-26,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0549,7,Male,29,NFI_KIT_B,1,2025-03-26
SUB0550,2025-06-24,EN003,SITE_GOM,North Kivu,Goma,BEN0550,1,Male,28,NFI_KIT_A,1,2025-06-24
SUB0551,2025-06-09,EN004,SITE_MAS,North Kivu,Masisi,BEN0551,4,Male,20,NFI_KIT_A,1,2025-06-09
SUB0552,2025-02-05,EN005,SITE_RUT,North Kivu,Rutshuru,BEN0552,8,Male,21,NFI_KIT_B,1,2025-02-05
SUB0553,2025-02-20,EN001,SITE_MAS,North Kivu,Masisi,BEN0553,2,Female,50,NFI_KIT_B,1,2025-02-20
SUB0554,2025-02-05,EN004,SITE_MAS,North Kivu,Masisi,BEN0554,2,Male,63,NFI_KIT_B,1,2025-02-05
SUB0555,2025-06-29,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0555,6,Male,46,NFI_KIT_A,1,2025-06-29
SUB0556,2025-06-30,EN005,SITE_RUT,North Kivu,Rutshuru,BEN0556,8,Female,21,NFI_KIT_B,1,2025-06-30
SUB0557,2025-05-22,EN002,SITE_GOM,North Kivu,Goma,BEN0557,6,Female,52,NFI_KIT_A,1,2025-05-22
SUB0558,2025-05-11,EN003,SITE_MAS,North Kivu,Masisi,BEN0558,2,Female,44,NFI_KIT_B,1,2025-05-11
SUB0559,2025-03-21,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0559,3,Male,24,NFI_KIT_A,1,2025-03-21
SUB0560,2025-02-12,EN003,SITE_NYI,North Kivu,Nyiragongo,BEN0560,10,Male,66,NFI_KIT_B,1,2025-02-12
SUB0561,2025-06-24,EN003,SITE_MAS,North Kivu,Masisi,BEN0561,7,Female,42,NFI_KIT_B,1,2025-06-24
SUB0562,2025-02-10,EN004,SITE_MAS,North Kivu,Masisi,BEN0562,1,Female,45,NFI_KIT_B,1,2025-02-10
SUB0563,2025-05-30,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0563,9,Male,48,NFI_KIT_B,1,2025-05-30
SUB0564,2025-04-16,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0564,5,Female,32,NFI_KIT_A,1,2025-04-16
SUB0565,2025-04-14,EN005,SITE_MAS,North Kivu,Masisi,BEN0565,9,Male,24,NFI_KIT_B,1,2025-04-14
SUB0566,2025-03-09,EN002,SITE_MAS,North Kivu,Masisi,BEN0566,6,Male,50,NFI_KIT_A,1,2025-03-09
SUB0567,2025-03-26,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0567,7,Female,57,NFI_KIT_A,1,2025-03-26
SUB0568,2025-03-03,EN004,SITE_MAS,North Kivu,Masisi,BEN0568,2,Female,58,NFI_KIT_A,1,2025-03-03
SUB0569,2025-06-26,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0569,4,Male,57,NFI_KIT_B,1,2025-06-26
SUB0570,2025-05-25,EN004,SITE_NYI,North Kivu,Nyiragongo,BEN0570,3,Male,41,NFI_KIT_B,1,2025-05-25
SUB0571,2025-06-25,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0571,7,Female,54,NFI_KIT_B,1,2025-06-25
SUB0572,2025-02-09,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0572,7,Female,30,NFI_KIT_A,1,2025-02-09
SUB0573,2025-05-16,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0573,2,Male,33,NFI_KIT_A,1,2025-05-16
SUB0574,2025-01-20,EN002,SITE_MAS,North Kivu,Masisi,BEN0574,5,Female,20,NFI_KIT_B,1,2025-01-20
SUB0575,2025-06-19,EN004,SITE_MAS,North Kivu,Masisi,BEN0575,6,Male,46,NFI_KIT_A,1,2025-06-19
SUB0576,2025-03-13,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0576,7,Female,32,NFI_KIT_A,1,2025-03-13
SUB0577,2025-04-30,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0577,1,Female,70,NFI_KIT_A,1,2025-04-30
SUB0578,2025-04-29,EN005,SITE_RUT,North Kivu,Rutshuru,BEN0578,9,Female,36,NFI_KIT_A,1,2025-04-29
SUB0579,2025-04-25,EN003,SITE_RUT,North Kivu,Rutshuru,BEN0579,7,Female,68,NFI_KIT_B,1,2025-04-25
SUB0580,2025-04-26,EN003,SITE_NYI,North Kivu,Nyiragongo,BEN0580,8,Male,70,NFI_KIT_A,1,2025-04-26
SUB0581,2025-06-19,EN001,SITE_GOM,North Kivu,Goma,BEN0581,1,Male,49,NFI_KIT_B,1,2025-06-19
SUB0582,2025-01-10,EN004,SITE_MAS,North Kivu,Masisi,BEN0582,3,Female,51,NFI_KIT_A,1,2025-01-10
SUB0583,2025-03-25,EN003,SITE_GOM,North Kivu,Goma,BEN0583,4,Male,43,NFI_KIT_B,1,2025-03-25
SUB0584,2025-01-06,EN001,SITE_GOM,North Kivu,Goma,BEN0584,3,Male,35,NFI_KIT_B,1,2025-01-06
SUB0585,2025-01-04,EN001,SITE_MAS,North Kivu,Masisi,BEN0585,10,Female,46,NFI_KIT_B,1,2025-01-04
SUB0586,2025-01-20,EN003,SITE_NYI,North Kivu,Nyiragongo,BEN0586,9,Female,49,NFI_KIT_A,1,2025-01-20
SUB0587,2025-05-07,EN004,SITE_NYI,North Kivu,Nyiragongo,BEN0587,7,Male,53,NFI_KIT_B,1,2025-05-07
SUB0588,2025-06-18,EN001,SITE_MAS,North Kivu,Masisi,BEN0588,9,Male,63,NFI_KIT_B,1,2025-06-18
SUB0589,2025-05-26,EN001,SITE_GOM,North Kivu,Goma,BEN0589,1,Male,50,NFI_KIT_A,1,2025-05-26
SUB0590,2025-03-25,EN003,SITE_GOM,North Kivu,Goma,BEN0590,6,Female,57,NFI_KIT_B,1,2025-03-25
SUB0591,2025-01-27,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0591,10,Male,59,NFI_KIT_B,1,2025-01-27
SUB0592,2025-03-17,EN003,SITE_MAS,North Kivu,Masisi,BEN0592,5,Male,70,NFI_KIT_A,1,2025-03-17
SUB0593,2025-01-01,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0593,7,Male,66,NFI_KIT_A,1,2025-01-01
SUB0594,2025-01-26,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0594,8,Male,56,NFI_KIT_A,1,2025-01-26
SUB0595,2025-06-26,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0595,4,Male,35,NFI_KIT_A,1,2025-06-26
SUB0596,2025-01-23,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0596,3,Female,24,NFI_KIT_A,1,2025-01-23
SUB0597,2025-01-19,EN001,SITE_NYI,North Kivu,Nyiragongo,BEN0597,1,Female,57,NFI_KIT_A,1,2025-01-19
SUB0598,2025-01-14,EN003,SITE_GOM,North Kivu,Goma,BEN0598,3,Female,60,NFI_KIT_A,1,2025-01-14
SUB0599,2025-02-01,EN005,SITE_NYI,North Kivu,Nyiragongo,BEN0599,6,Female,32,NFI_KIT_A,1,2025-02-01
SUB0600,2025-03-15,EN002,SITE_NYI,North Kivu,Nyiragongo,BEN0600,2,Female,64,NFI_KIT_A,1,2025-03-15
SUB0601,2025-06-17,EN005,SITE_MAS,North Kivu,Masisi,BEN0601,7,Male,52,NFI_KIT_B,1,2025-06-17
SUB0602,2025-06-24,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0602,1,Male,61,NFI_KIT_B,1,2025-06-24
SUB0603,2025-04-18,EN002,SITE_RUT,North Kivu,Rutshuru,BEN0603,9,Female,47,NFI_KIT_B,1,2025-04-18
